word.freq,pair.number,freq.category,type,item,n.phonemes,n.morae,n.syllables,cv.shape,wordshape,has.diphthong,has.longv,contained.words,n.neighbors,mean.neighbor.logfreq,neighbors,score.longv,score.shortv,tert_value,tert_count,tert_sd,poss.neighbors,norm.neighbors
0,81,unattested,nonword,hena,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,2.207,"rena, heia, hema, hea, hana, huna, hewa, fena, hina, heka, heua, heNa, pena",-0.8028,-0.78,high,medium,medium,106,0.123
527,228,high,nonword,mauma,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"mau, uma",5,2.292,"mauNa, maumau, mama, maufa, hauma",-0.7955,-0.78,high,medium,medium,136,0.037
1516,236,high,nonword,meNa,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,2.549,"teNa, mea, muNa, mema, maNa, meNe, mANa, meiNa, eNa, heNa, meka, reNa, moeNa",-0.7796,-0.78,high,medium,medium,106,0.123
0,21,unattested,nonword,awera,5,3,3,VCVCV,vcvcv,FALSE,FALSE,"awe, wera",4,1.197,"aweNa, wera, awere, mawera",-0.811333333,-0.779833333,high,medium,medium,135,0.03
0,395,unattested,nonword,rane,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,12,1.507,"rare, rawe, rake, rae, ranea, hane, tane, ranu, rana, rate, rape, pane",-0.8066,-0.7784,high,medium,medium,106,0.113
0,108,unattested,nonword,hunahi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,huna,2,0.347,"unahi, tunahi",-0.799714286,-0.778,high,medium,medium,154,0.013
22,102,mid,nonword,huaka,5,3,3,CVVCV,cvvcv,FALSE,FALSE,"hua, aka",10,2.025,"puaka, tuaka, huaki, haka, huata, auaka, kuaka, huka, huaNa, huakau",-0.781833333,-0.777833333,high,medium,medium,136,0.074
0,103,unattested,nonword,huara,5,3,3,CVVCV,cvvcv,FALSE,FALSE,"hua, ara",11,1.34,"huarea, huarau, uara, hara, huata, hura, huaroa, huare, huaora, huaNa, huarua",-0.792833333,-0.777666667,high,medium,medium,136,0.081
0,124,unattested,nonword,kahea,5,3,3,CVCVV,cvcvv,FALSE,FALSE,hea,12,1.669,"kakea, kaha, kaea, nahea, karea, mahea, katea, kamea, kawea, kapea, kohea, kahera",-0.805833333,-0.777666667,high,medium,medium,136,0.088
3,68,low,nonword,hano,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,10,2.788,"hani, hamo, mano, hana, hane, hao, fano, kano, hono, hako",-0.8156,-0.7776,high,medium,medium,106,0.094
8,205,mid,nonword,manao,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"mana, nao",9,2.434,"mano, manako, maiao, manuao, manoao, makao, nanao, mana, mamao",-0.792333333,-0.7775,high,medium,medium,136,0.066
0,240,unattested,nonword,mihuru,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,huru,1,3.664,mahuru,-0.793428571,-0.776714286,high,medium,medium,154,0.006
0,132,unattested,nonword,kanoni,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kano, noni",7,0.793,"kanono, kanoi, kanohi, tanoni, kaunoni, panoni, kanone",-0.826571429,-0.775571429,high,medium,medium,154,0.045
0,181,unattested,nonword,kuke,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,2.018,"nuke, huke, kake, kukU, kuku, kuki, kume, kuka, ruke, koke, tuke, keke, kune, puke",-0.7918,-0.7752,high,medium,medium,106,0.132
1,176,low,nonword,kotunu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,tunu,1,0,kounu,-0.803714286,-0.775142857,high,medium,medium,154,0.006
193,182,high,nonword,kuma,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,16,2.207,"kuha, kua, kumu, kOuma, kama, kupa, kuta, kumua, kufa, kuka, kura, kuia, kume, koma, kumi, uma",-0.8006,-0.774,high,medium,medium,106,0.151
0,99,unattested,nonword,hoNore,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,Nore,4,0,"haNore, NoNore, hoNere, hohore",-0.789857143,-0.773714286,high,medium,medium,154,0.026
0,164,unattested,nonword,kohio,5,3,3,CVCVV,cvcvv,FALSE,FALSE,kohi,6,1.359,"kohia, pohio, kohi, koio, korio, kohiko",-0.836666667,-0.7735,high,medium,medium,136,0.044
3428,87,high,nonword,hino,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,9,4.267,"mino, hiko, rino, hine, hina, hinu, tino, hono, kino",-0.8422,-0.7728,high,medium,medium,106,0.085
0,475,unattested,nonword,tokine,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,toki,0,0,,-0.821714286,-0.772428571,high,medium,medium,154,0
0,156,unattested,nonword,kire,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,11,4.11,"tire, kite, kere, kiro, pire, kiri, rire, kore, kAre, kiore, kare",-0.7926,-0.7718,high,medium,medium,106,0.104
8733,341,high,nonword,pauri,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"pau, uri",9,2.675,"paura, puri, kauri, tauri, mauri, pOuri, pari, pauni, pairi",-0.808833333,-0.771166667,high,medium,medium,136,0.066
0,269,unattested,nonword,Narina,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,Nari,1,0,Nakina,-0.810857143,-0.768428571,high,medium,medium,154,0.006
53,342,mid,nonword,pawe,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,2.685,"paoe, nawe, pawa, pake, rawe, pape, pae, wawe, paowe, pare, kawe, pane, awe",-0.8368,-0.7682,high,medium,medium,106,0.123
1,443,low,nonword,tapeno,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,0,0,,-0.803857143,-0.768142857,high,medium,medium,154,0
1,368,low,nonword,ponuku,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,nuku,1,1.792,panuku,-0.804,-0.766857143,high,medium,medium,154,0.006
24,250,mid,nonword,moha,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,19,1.708,"moka, moua, toha, maha, roha, muha, moIa, miha, koha, poha, mohe, moea, moa, mohua, mAha, mohi, mohoa, oha, moho",-0.819,-0.7666,high,medium,medium,106,0.179
56,407,mid,nonword,rina,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,22,2.276,"ina, rita, rika, hina, riNa, runa, riena, riana, mina, riha, tina, rena, riua, raina, rona, rino, rifa, reina, rana, ripa, kina, rima",-0.8048,-0.7664,high,medium,medium,106,0.208
5,202,low,nonword,manai,5,3,2,CVCVV,cvcv2,TRUE,FALSE,mana,3,3.38,"manei, manaia, mana",-0.810166667,-0.766166667,high,medium,medium,136,0.022
138,257,high,nonword,moru,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,11,2.666,"Noru, motu, maru, horu, toru, koru, oru, more, miru, muru, roru",-0.7962,-0.7658,high,medium,medium,106,0.104
0,104,unattested,nonword,huheke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,heke,3,0,"muheke, auheke, hAheke",-0.783857143,-0.765571429,high,medium,medium,154,0.019
3,259,low,nonword,muhi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,3.069,"auhi, kuhi, mui, mihi, mahi, mAhi, tuhi, uhi, mohi, muha, muri, puhi, muhu, ruhi",-0.7756,-0.7652,high,medium,medium,106,0.132
16,126,mid,nonword,kaini,5,3,2,CVVCV,cv2cv,TRUE,FALSE,kai,3,2.652,"kini, kuini, kani",-0.7865,-0.764166667,high,medium,medium,136,0.022
0,134,unattested,nonword,kapehe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kape, pehe",2,0,"kapene, kanehe",-0.781428571,-0.763428571,high,medium,medium,154,0.013
8,478,mid,nonword,tonoki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,tono,0,0,,-0.778714286,-0.763428571,high,medium,medium,154,0
0,231,unattested,nonword,maweri,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,weri,2,0,"Naweri, mawera",-0.785428571,-0.763285714,high,medium,medium,154,0.013
0,197,unattested,nonword,mahoNo,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,maho,0,0,,-0.798428571,-0.762571429,high,medium,medium,154,0
1,354,low,nonword,pite,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,7,3.691,"pire, piti, pito, rite, pihe, kite, pine",-0.8052,-0.7614,high,medium,medium,106,0.066
7,450,mid,nonword,tariu,5,3,3,CVCVV,cvcvv,FALSE,FALSE,"tari, riu",5,3.501,"taria, mariu, taru, tari, tarau",-0.813833333,-0.760833333,high,medium,medium,136,0.037
0,435,unattested,nonword,taNeNi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,1,0,taNoNi,-0.811285714,-0.760428571,high,medium,medium,154,0.006
0,19,unattested,nonword,awara,5,3,3,VCVCV,vcvcv,FALSE,FALSE,"awa, wara",5,1.198,"wara, awata, awarua, awaNa, wawara",-0.794666667,-0.760333333,high,medium,medium,135,0.037
68,516,mid,nonword,waNa,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,21,3.187,"kaNa, paNa, wana, waeNa, haNa, wata, aNa, waea, NaNa, wara, waia, faNa, maNa, raNa, awaNa, waka, uaNa, waha, UaNa, waoa, waoNa",-0.776,-0.7602,high,medium,medium,106,0.198
126,355,mid,nonword,poaki,5,3,3,CVVCV,cvvcv,FALSE,FALSE,poa,6,3.563,"poaka, poari, paki, poki, puaki, poai",-0.800333333,-0.759833333,high,medium,medium,136,0.044
475,191,high,nonword,kuto,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,10,1.339,"koto, kAuto, kutA, kuti, uto, kutu, kueo, kato, keto, kuta",-0.8116,-0.7598,high,medium,medium,106,0.094
28,434,mid,nonword,taNeke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,4,0.347,"tapeke, takeke, taNere, taweke",-0.801285714,-0.759571429,high,medium,medium,154,0.026
3,273,low,nonword,Nawa,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,15,2.397,"NawE, pawa, rawa, tawa, Nana, NawI, hawa, awa, Nara, Nata, nawa, kawa, NaNa, Naua, Naoa",-0.8368,-0.7576,high,medium,medium,106,0.142
40,255,mid,nonword,monu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,8,3.966,"motu, moni, manu, tonu, mAnu, mone, honu, konu",-0.8098,-0.757,high,medium,medium,106,0.075
4,185,low,nonword,kuna,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,18,2.958,"kuha, kua, kEna, muna, huna, runa, kupa, puna, kuta, tuna, kuka, kura, kuia, kana, kune, kufa, kona, kina",-0.7968,-0.7568,high,medium,medium,106,0.17
4,227,low,nonword,mauki,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"mau, uki",6,1.793,"mauri, maki, mauku, mahuki, maiki, mauti",-0.79,-0.756333333,high,medium,medium,136,0.044
0,433,unattested,nonword,tanawe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tana, nawe",1,0.693,nanawe,-0.804,-0.756142857,high,medium,medium,154,0.006
18,360,mid,nonword,poku,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,9,2.651,"poau, poka, poko, roku, pou, poki, poke, paku, puku",-0.8002,-0.756,high,medium,medium,106,0.085
18,446,mid,nonword,tapo,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,12,2.223,"tako, tao, tapou, tapu, kapo, tapI, tapa, apo, taio, taNo, taro, tapi",-0.8034,-0.7558,high,medium,medium,106,0.113
128,401,mid,nonword,reki,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,16,2.344,"rei, riki, teki, reti, ruki, reke, reka, neki, rIki, weki, reri, reko, roki, raki, repi, Neki",-0.7712,-0.7556,high,medium,medium,106,0.151
708,367,high,nonword,ponu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,12,1.821,"pone, pono, poau, pou, pUnu, poni, pona, tonu, poniu, honu, konu, penu",-0.8086,-0.7554,high,medium,medium,106,0.113
0,149,unattested,nonword,kawiki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,wiki,3,1.175,"Nawiki, kawiri, kawiti",-0.789142857,-0.755142857,high,medium,medium,154,0.019
41,49,mid,nonword,fato,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,2.25,"faNo, ato, Afato, fata, fao, fati, kato, mato, fano, fatu, fito, rato, faro",-0.7962,-0.7544,high,medium,medium,106,0.123
5,242,low,nonword,miNa,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,16,1.99,"mANa, mira, riNa, miha, miNi, mina, AiNa, miNo, hiNa, tiNa, muNa, maNa, meiNa, oiNa, mita, aiNa",-0.7602,-0.7542,high,medium,medium,106,0.151
0,275,unattested,nonword,Nawene,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,wene,1,0,hawene,-0.810142857,-0.753285714,high,medium,medium,154,0.006
0,70,unattested,nonword,hanumu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,2,0.549,"hamumu, hanumi",-0.77,-0.753142857,high,medium,medium,154,0.013
3,201,low,nonword,mamu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,2.404,"mau, maru, mahu, mumu, manu, mapu, namu, tamu, maNu, kamu, matu, hamu, mama, mamau",-0.769,-0.7514,high,medium,medium,106,0.132
0,142,unattested,nonword,karono,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,karo,3,0.536,"kanono, karona, karoro",-0.798285714,-0.751,high,medium,medium,154,0.019
2,47,low,nonword,fate,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,9,3.506,"mate, fata, fae, ate, fati, fatu, fafe, fare, rate",-0.8092,-0.7496,high,medium,medium,106,0.085
0,353,unattested,nonword,pitai,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"pita, tai",3,2.771,"pUtai, pAtai, piti",-0.784666667,-0.7495,high,medium,medium,136,0.022
0,230,unattested,nonword,maweke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,5,0.866,"mawete, mawehe, raweke, aweke, taweke",-0.773,-0.749,high,medium,medium,154,0.032
0,334,unattested,nonword,pariwi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,pari,1,0,pahiwi,-0.779857143,-0.749,high,medium,medium,154,0.006
57,328,mid,nonword,paNi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,15,3.296,"paoi, raNi, paNo, pUaNi, pati, taNi, paki, paNa, paNu, pani, pai, pari, papi, aNi, pahi",-0.7712,-0.748,high,medium,medium,106,0.142
0,387,unattested,nonword,puniti,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"puni, niti",1,0,pOniti,-0.809,-0.747714286,high,medium,medium,154,0.006
3,247,low,nonword,moaki,5,3,3,CVVCV,cvvcv,FALSE,FALSE,moa,3,2.406,"moki, moari, maki",-0.762666667,-0.747666667,high,medium,medium,136,0.022
33,458,mid,nonword,tawiki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,wiki,4,0.693,"tawaki, taiki, Nawiki, tapiki",-0.822571429,-0.746714286,high,medium,medium,154,0.026
3,350,low,nonword,pina,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,21,2.23,"pAina, piana, ina, pia, hina, piwa, pira, mina, pika, puna, pAna, tina, pana, pine, piha, pona, pinea, paina, pena, kina, piua",-0.801,-0.7464,high,medium,medium,106,0.198
724,373,high,nonword,potu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,12,3.082,"motu, pota, potau, poau, patu, rotu, hotu, putu, poti, pou, poto, pUtu",-0.7922,-0.7464,high,medium,medium,106,0.113
0,189,unattested,nonword,kurewa,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,rewa,3,0.693,"kOrewa, kurefa, kArewa",-0.781857143,-0.746142857,high,medium,medium,154,0.019
0,363,unattested,nonword,ponete,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,pone,1,0,porete,-0.788714286,-0.745428571,high,medium,medium,154,0.006
0,184,unattested,nonword,kumeke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kume, meke",5,1.17,"kumete, tumeke, komeke, kumeme, kOmeke",-0.794571429,-0.745,high,medium,medium,154,0.032
34,57,mid,nonword,feto,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,0.798,"weto, fetE, fetU, meto, fero, feti, fito, keto, Afeto, feao, peto, feko, feta, feo",-0.768,-0.7446,high,medium,medium,106,0.132
0,152,unattested,nonword,kerehu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kere, rehu",7,0.198,"kArehu, rerehu, kOrehu, kurehu, terehu, kIrehu, karehu",-0.753,-0.744571429,high,medium,medium,154,0.045
12,52,mid,nonword,feNa,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,1.527,"teNa, faNa, feiNa, feua, fea, feNua, afeNa, heNa, fena, reNa, eNa, feta, feNu, fera",-0.7634,-0.7444,high,medium,medium,106,0.132
259,100,high,nonword,hoti,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,19,2.368,"koti, toti, honi, hote, hoki, hoi, hoNi, houi, hEti, noti, huti, hori, hIti, hotu, hoto, poti, hopi, heoti, oti",-0.769,-0.744,high,medium,medium,106,0.179
0,128,unattested,nonword,kakiro,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,kiro,1,0,kokiro,-0.761142857,-0.743857143,high,medium,medium,154,0.006
395,470,high,nonword,tite,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,11,2.685,"titi, tito, tute, rite, tike, tire, tote, kite, tAte, tete, tihe",-0.8108,-0.7438,high,medium,medium,106,0.104
0,211,unattested,nonword,maoro,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"mao, oro",7,1.577,"maoho, paoro, maero, maro, maopo, maroro, maioro",-0.7915,-0.743166667,high,high,medium,136,0.051
0,46,unattested,nonword,farure,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"faru, rure",3,0,"karure, parure, marure",-0.771428571,-0.742571429,high,high,medium,154,0.019
5,193,low,nonword,maere,5,3,2,CVVCV,cv2cv,TRUE,FALSE,mae,15,2.337,"mere, maiere, maire, waere, Naere, paere, maero, makere, maene, mahere, mIere, haere, mare, marere, maehe",-0.771333333,-0.7425,high,high,medium,136,0.11
41,127,mid,nonword,kaiti,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"kai, iti",11,2.069,"kUiti, kaitui, kOiti, kaitA, kapiti, kawiti, kaitia, kaitu, waiti, raiti, kati",-0.742666667,-0.742333333,high,high,medium,136,0.081
0,38,unattested,nonword,faNare,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"faNa, Nare",2,0.347,"NaNare, paNare",-0.782142857,-0.741714286,high,high,medium,154,0.013
0,225,unattested,nonword,matui,5,3,3,CVCVV,cvcvv,FALSE,FALSE,"matu, tui",4,2.51,"matua, mati, patui, matu",-0.782,-0.741,high,high,medium,136,0.029
609,41,high,nonword,faNi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,7,4.761,"faNo, raNi, faNa, taNi, aNi, fai, fati",-0.7812,-0.7406,high,high,medium,106,0.066
3,270,low,nonword,Nariri,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"Nari, riri",2,1.32,"kariri, Nahiri",-0.777142857,-0.740571429,high,high,medium,154,0.013
0,396,unattested,nonword,raNere,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,Nere,2,0,"haNere, taNere",-0.771285714,-0.740285714,high,high,medium,154,0.013
0,113,unattested,nonword,inaka,5,3,3,VCVCV,vcvcv,FALSE,FALSE,"ina, naka",6,0.414,"unaka, minaka, inaNa, inaki, naka, Enaka",-0.748666667,-0.739666667,high,high,medium,135,0.044
0,55,unattested,nonword,feroki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"fero, roki",5,0.139,"fekoki, feroni, feroku, fIroki, fetoki",-0.769285714,-0.739428571,high,high,medium,154,0.032
0,234,unattested,nonword,mekere,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"meke, kere",2,2.359,"hekere, makere",-0.741714286,-0.737857143,high,high,medium,154,0.013
0,343,unattested,nonword,petaro,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,taro,3,0,"petako, peraro, pewaro",-0.771428571,-0.737857143,high,high,medium,154,0.019
0,144,unattested,nonword,karou,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"karo, rou",6,1.518,"karu, karoa, karo, kareu, warou, korou",-0.761666667,-0.737833333,high,high,medium,136,0.044
33,374,mid,nonword,puahu,5,3,3,CVVCV,cvvcv,FALSE,FALSE,"pua, ahu",5,1.238,"pouahu, puahou, pukahu, pahu, puehu",-0.827833333,-0.737166667,high,high,medium,136,0.037
0,480,unattested,nonword,torawa,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tora, rawa",4,0.549,"tarawa, tirawa, tUrawa, tArawa",-0.784142857,-0.737,high,high,medium,154,0.026
0,95,unattested,nonword,hoNare,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"hoNa, Nare",2,0,"hoNere, poNare",-0.768285714,-0.735857143,high,high,medium,154,0.013
0,351,unattested,nonword,piriNo,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,piri,3,1.528,"piriho, piriNa, piriNi",-0.774571429,-0.735571429,high,high,medium,154,0.019
2,192,low,nonword,kutuki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kutu, tuki",2,3.349,"kuruki, tutuki",-0.756571429,-0.735142857,high,high,medium,154,0.013
0,44,unattested,nonword,faraNo,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"fara, raNo",2,0,"fafaNo, faraNi",-0.762428571,-0.735,high,high,medium,154,0.013
0,223,unattested,nonword,matehe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mate, tehe",4,0.52,"mawehe, maehe, matihe, matohe",-0.803714286,-0.735,high,high,medium,154,0.026
2,376,low,nonword,puhane,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"puha, hane",2,0.549,"puhake, pohane",-0.766285714,-0.734714286,high,high,medium,154,0.013
1,484,low,nonword,tuahi,5,3,3,CVVCV,cvvcv,FALSE,FALSE,"tua, ahi",7,2.632,"tuhi, tuaNi, tunahi, tahi, tuaki, tuari, auahi",-0.776833333,-0.7345,high,high,medium,136,0.051
0,440,unattested,nonword,tapapi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tapa, papi",2,1.832,"tapahi, tapape",-0.785857143,-0.734142857,high,high,medium,154,0.013
0,463,unattested,nonword,tinahi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,tina,2,0.549,"tAinahi, tunahi",-0.774714286,-0.733571429,high,high,medium,154,0.013
0,107,unattested,nonword,hukura,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,kura,3,0,"tukura, houkura, haukura",-0.762142857,-0.733,high,high,medium,154,0.019
0,362,unattested,nonword,ponani,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,pona,0,0,,-0.777857143,-0.732857143,high,high,medium,154,0
0,492,unattested,nonword,tukane,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,tuka,0,0,,-0.783571429,-0.732857143,high,high,medium,154,0
0,428,unattested,nonword,takonu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tako, konu",1,0,takonui,-0.784857143,-0.731857143,high,high,medium,154,0.006
2,454,low,nonword,tauku,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"tau, uku",8,2.47,"pauku, tauru, taku, taunu, tuku, tanuku, mauku, taukI",-0.7855,-0.731666667,high,high,medium,136,0.059
1,332,low,nonword,panu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,19,2.437,"kanu, manu, patu, tanu, paru, ranu, pane, pahu, pana, anu, paunu, pUnu, nanu, paNu, pani, pau, paku, papu, penu",-0.7556,-0.7316,high,high,medium,106,0.179
0,364,unattested,nonword,ponihi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,poni,3,0.366,"pouihi, konihi, panihi",-0.755428571,-0.731142857,high,high,medium,154,0.019
7,82,mid,nonword,hene,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,2.641,"kene, mene, ene, Nene, hone, here, heke, pene, hane, wene, hune, tene, hine",-0.7474,-0.7308,high,high,medium,106,0.123
104,378,mid,nonword,puhu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,2.462,"muhu, puhau, puru, puehu, pehu, huhu, putu, pAuhu, puku, puha, kuhu, puhi, pahu, uhu",-0.7786,-0.7308,high,high,medium,106,0.132
0,136,unattested,nonword,kapito,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kapi, pito",2,1.099,"kapiti, kOpito",-0.77,-0.730142857,high,high,medium,154,0.013
158,106,high,nonword,huku,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,17,2.655,"kuku, hunu, haku, humu, tuku, ruku, uku, nuku, huke, hutu, huhu, hiku, huru, huki, huka, muku, puku",-0.7522,-0.7294,high,high,medium,106,0.16
6,468,low,nonword,tireke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tire, reke",3,0,"tieke, tAreke, toreke",-0.781142857,-0.728714286,high,high,medium,154,0.019
15,436,mid,nonword,tani,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,18,3.441,"hani, tini, tana, tai, wani, taki, kani, tanu, tane, tanoi, taui, taNi, tIni, pani, tafi, tahi, tari, tapi",-0.808,-0.7284,high,high,medium,106,0.17
0,42,unattested,nonword,fanu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,12,2.13,"anu, kanu, manu, fenu, fau, tanu, nanu, faru, fano, ranu, fatu, fana",-0.7698,-0.7276,high,high,medium,106,0.113
0,491,unattested,nonword,tuhuna,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,huna,6,3.677,"tauhuna, tukuna, tupuna, tAhuna, tahuna, kuhuna",-0.771857143,-0.727571429,high,high,medium,154,0.039
0,499,unattested,nonword,turaku,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tura, raku",2,1.805,"puraku, turaki",-0.786,-0.727571429,high,high,medium,154,0.013
1823,447,high,nonword,tarae,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"tara, rae",8,3.009,"tare, tarau, tara, tarai, tarao, marae, tarare, karae",-0.76,-0.727,high,high,medium,136,0.059
26,90,mid,nonword,hohi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,20,2.08,"honi, rohi, ohi, hoki, hoi, hoNi, houi, kohi, nohi, Nohi, hUhi, hAhi, hohO, hori, mohi, hohe, hopi, tohi, hihi, houhi",-0.75,-0.7268,high,high,medium,106,0.189
0,321,unattested,nonword,pahero,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,5,0.599,"patero, paheno, pahemo, pawero, paheko",-0.765428571,-0.726571429,high,high,medium,154,0.032
2,377,low,nonword,puhe,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,8,2.035,"pure, pihe, pehe, pune, puha, puke, puhi, pohe",-0.7778,-0.726,high,high,medium,106,0.075
0,432,unattested,nonword,taNahu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,Nahu,1,1.386,NaNahu,-0.767142857,-0.725857143,high,high,medium,154,0.006
347,35,high,nonword,fako,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,1.937,"tako, nako, faNo, Nako, mako, rako, feako, fao, faka, fano, ako, faro, feko, hako",-0.7406,-0.7248,high,high,medium,106,0.132
0,222,unattested,nonword,matanu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mata, tanu",4,2.189,"matanA, matau, matanui, mataku",-0.800857143,-0.722714286,high,high,medium,154,0.026
0,220,unattested,nonword,marona,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maro, rona",1,0,karona,-0.766571429,-0.722428571,high,high,medium,154,0.006
