word.freq,pair.number,freq.category,type,item,n.phonemes,n.morae,n.syllables,cv.shape,wordshape,has.diphthong,has.longv,contained.words,n.neighbors,mean.neighbor.logfreq,neighbors,score.longv,score.shortv,tert_value,tert_count,tert_sd,poss.neighbors,norm.neighbors
1,6,low,word,amaru,5,3,3,VCVCV,vcvcv,FALSE,FALSE,"ama, maru",2,2.912,"maru, mamaru",-0.895666667,-0.826666667,NA,NA,NA,135,0.015
2,7,low,word,ufi,3,2,2,VCV,vcv,FALSE,FALSE,NA,8,2.648,"ui, ufa, uki, uri, afi, ufia, uhi, aufi",-1.19675,-1.19675,NA,NA,NA,87,0.092
30,8,mid,word,arero,5,3,3,VCVCV,vcvcv,FALSE,FALSE,are,2,0.347,"aroro, afero",-0.8735,-0.835333333,NA,NA,NA,135,0.015
0,9,unattested,word,apai,4,3,2,VCVV,vcv2,TRUE,FALSE,"apa, pai",4,4.335,"ahai, pai, papai, apa",-0.9348,-0.9458,NA,NA,NA,117,0.034
0,10,unattested,word,aroro,5,3,3,VCVCV,vcvcv,FALSE,FALSE,"aro, roro",6,2.338,"paroro, roro, arero, karoro, aroaro, maroro",-0.828,-0.793333333,NA,NA,NA,135,0.044
218,11,high,word,ariki,5,3,3,VCVCV,vcvcv,FALSE,FALSE,"ari, riki",2,1.805,"arihi, riki",-0.823666667,-0.782333333,NA,NA,NA,135,0.015
960,12,high,word,anei,4,3,2,VCVV,vcv2,TRUE,FALSE,nei,5,4.078,"nei, anea, Enei, inei, manei",-0.9456,-0.896,NA,NA,NA,117,0.043
305,13,high,word,atua,4,3,3,VCVV,vcvv,FALSE,FALSE,"atu, tua",12,4.014,"ata, atu, utua, aua, apua, patua, natua, fatua, matua, ahua, atoa, tua",-0.9146,-0.9052,NA,NA,NA,117,0.103
0,14,unattested,word,arihi,5,3,3,VCVCV,vcvcv,FALSE,FALSE,"ari, rihi",5,2.343,"rarihi, karihi, marihi, ariki, arihia",-0.835333333,-0.796333333,NA,NA,NA,135,0.037
1099,15,high,word,aua,3,3,2,VVV,v2v,TRUE,FALSE,"au, ua",30,4.981,"taua, ama, aha, rua, raua, apua, auau, kaua, atua, ahua, au, ua, aue, haua, aka, apa, aNa, ata, mua, uaua, auE, ana, pua, ara, auta, awa, Naua, kua, hua, tua",-1.0325,-0.97,NA,NA,NA,117,0.256
33,16,mid,word,aute,4,3,2,VVCV,v2cv,TRUE,FALSE,"au, ute",10,1.187,"haute, paute, ate, ute, kaute, auta, taute, aue, tute, autO",-0.9388,-0.9138,NA,NA,NA,126,0.079
1,17,low,word,auhi,4,3,2,VVCV,v2cv,TRUE,FALSE,"au, uhi",8,2.823,"tuhi, puhi, ahi, aufi, kuhi, uhi, auahi, ruhi",-0.9212,-0.9014,NA,NA,NA,126,0.063
1,18,low,word,auru,4,3,2,VVCV,v2cv,TRUE,FALSE,"au, uru",14,2.702,"tauru, ruru, auau, kuru, muru, huru, turu, uru, puru, aru, mauru, aurau, rauru, Nuru",-0.8604,-0.8532,NA,NA,NA,126,0.111
0,19,unattested,word,awere,5,3,3,VCVCV,vcvcv,FALSE,FALSE,awe,1,0,aweke,-0.7875,-0.761833333,NA,NA,NA,135,0.007
0,20,unattested,word,anea,4,3,3,VCVV,vcvv,FALSE,FALSE,NA,9,1.903,"wanea, anei, nanea, ranea, afea, ana, enea, manea, inea",-0.9658,-0.9176,NA,NA,NA,117,0.077
0,21,unattested,word,aweke,5,3,3,VCVCV,vcvcv,FALSE,FALSE,awe,4,0.736,"awere, taweke, raweke, aweko",-0.811666667,-0.789,NA,NA,NA,135,0.03
552,22,high,word,anake,5,3,3,VCVCV,vcvcv,FALSE,FALSE,"ana, nake",6,1.235,"panake, fanake, aoake, anahe, hanake, nake",-0.8365,-0.794166667,NA,NA,NA,135,0.044
0,23,unattested,word,afe,3,2,2,VCV,vcv,FALSE,FALSE,NA,9,2.828,"kafe, ate, afea, afi, awe, fafe, are, aue, ake",-1.0225,-0.954,NA,NA,NA,87,0.103
9,24,mid,word,awaNa,5,3,3,VCVCV,vcvcv,FALSE,FALSE,awa,5,0.774,"araNa, awata, aweNa, kawaNa, aNaNa",-0.842666667,-0.819666667,NA,NA,NA,135,0.037
2,25,low,word,uha,3,2,2,VCV,vcv,FALSE,FALSE,NA,23,1.945,"ufa, uho, ha, aha, oha, uia, ura, uhia, uNa, uea, uhu, ua, tuha, uta, uka, puha, upa, Nuha, kuha, ruha, uma, muha, uhi",-1.0345,-1.02375,NA,NA,NA,87,0.264
0,26,unattested,word,iheu,4,3,3,VCVV,vcvv,FALSE,FALSE,"ihe, heu",5,1.16,"ihe, iheua, heu, aheu, ihu",-1.028,-1.0332,NA,NA,NA,117,0.043
6,27,low,word,ehu,3,2,2,VCV,vcv,FALSE,FALSE,NA,11,2.619,"rehu, ahu, pehu, ehE, ihu, ohu, uhu, nehu, ehua, eku, kehu",-0.9795,-0.97725,NA,NA,NA,87,0.126
1,28,low,word,ero,3,2,2,VCV,vcv,FALSE,FALSE,NA,11,1.6,"Nero, oro, pero, kero, wero, eo, iro, aro, tero, fero, eroa",-0.99275,-0.99275,NA,NA,NA,87,0.126
0,29,unattested,word,eti,3,2,2,VCV,vcv,FALSE,FALSE,NA,12,2.245,"neti, Ati, ati, teti, reti, ete, oti, feti, emi, Oti, peti, iti",-0.9905,-0.96525,NA,NA,NA,87,0.138
13,30,mid,word,uhi,3,2,2,VCV,vcv,FALSE,FALSE,NA,17,2.21,"auhi, uho, tuhi, ahi, uki, uri, uha, uhia, ohi, uhu, ufi, ruhi, ui, puhi, Ihi, ihi, kuhi",-0.9665,-0.956,NA,NA,NA,87,0.195
0,31,unattested,word,paoi,4,3,2,CVVV,cv2v,TRUE,FALSE,"pao, oi",14,2.878,"poi, pioi, paoe, pani, peoi, pao, paoia, pati, paoa, papi, pari, pai, pahi, paki",-0.9194,-0.908,NA,NA,NA,127,0.11
176,32,high,word,pakari,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"paka, kari",7,0.842,"pakaru, pakiri, kakari, pUkari, parari, pakara, pIkari",-0.648142857,-0.602285714,NA,NA,NA,154,0.045
103,34,mid,word,raki,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,23,2.284,"rahi, roki, riaki, haki, maki, rai, raNi, raku, rake, rIki, ruaki, raka, ruki, rako, rari, riki, uaki, rapi, taki, naki, rafi, Naki, paki",-0.7126,-0.6854,NA,NA,NA,106,0.217
347,35,high,word,hoko,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,16,2.679,"hoka, toko, koko, moko, horo, hono, hopo, hoki, hokoa, poko, hoto, hiko, oko, hako, noko, hokoi",-0.7342,-0.7294,NA,NA,NA,106,0.151
488,36,high,word,faNa,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,18,2.464,"paNa, fara, haNa, fata, UaNa, faNo, raNa, faea, faka, fana, aNa, maNa, OfaNa, faNaa, kaNa, NaNa, uaNa, faoa",-0.754,-0.7188,NA,NA,NA,106,0.17
0,37,unattested,word,farara,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"fara, rara",1,3.466,marara,-0.700714286,-0.683571429,NA,NA,NA,154,0.006
0,38,unattested,word,poNare,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"poNa, Nare",3,0,"poare, paNare, poNere",-0.774857143,-0.737142857,NA,NA,NA,154,0.019
10,39,mid,word,kanawa,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kana, nawa",5,1.563,"manawa, kanapa, karawa, kaiawa, kakawa",-0.729571429,-0.707714286,NA,NA,NA,154,0.032
24,40,mid,word,kani,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,18,1.803,"hani, kati, koni, kano, pani, kafi, kari, kai, kana, kahi, kanoi, kini, wani, kapi, kanu, kania, kaui, kami",-0.7618,-0.7104,NA,NA,NA,106,0.17
609,41,high,word,mano,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,10,2.477,"maro, manu, fano, kano, mino, mako, maho, mana, mao, mato",-0.7834,-0.7452,NA,NA,NA,106,0.094
0,42,unattested,word,faru,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,16,3.588,"Naru, maru, fara, karu, waru, fatu, fEru, raru, farau, haru, taru, fau, paru, aru, faro, fare",-0.7614,-0.725,NA,NA,NA,106,0.151
0,43,unattested,word,kakere,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kake, kere",6,2.271,"takere, kauere, karere, kakare, makere, pakere",-0.714428571,-0.701571429,NA,NA,NA,154,0.039
0,44,unattested,word,feteNi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,1,0,fefeNi,-0.769,-0.737571429,NA,NA,NA,154,0.006
200,45,high,word,firi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,3.095,"riri, wiri, iri, piri, fioi, fira, hiri, fiti, firo, firia, tiri, kiri, fifi, miri",-0.6914,-0.678,NA,NA,NA,106,0.132
0,46,unattested,word,perori,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"pero, rori",4,0.275,"pIrori, pUrori, pOrori, parori",-0.770285714,-0.742571429,NA,NA,NA,154,0.026
2,47,low,word,Nare,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,23,2.149,"Naru, tare, Naere, hare, Naro, Nake, Narue, mare, Nara, Nari, Nae, Nore, rare, Naore, ware, pare, Narea, kare, Nere, are, Naure, fare, Naue",-0.793,-0.7472,NA,NA,NA,106,0.217
0,48,unattested,word,makiu,5,3,3,CVCVV,cvcvv,FALSE,FALSE,"maki, kiu",3,3.29,"mariu, makau, maki",-0.888166667,-0.852833333,NA,NA,NA,136,0.022
41,49,mid,word,fatu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,2.851,"fata, fitu, atu, foatu, fau, natu, fatua, fati, tatu, faru, Natu, matu, patu",-0.7762,-0.7456,NA,NA,NA,106,0.123
0,50,unattested,word,feku,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,9,0.748,"weku, fenu, fepu, feke, feNu, feau, feko, eku, fekI",-0.893,-0.8538,NA,NA,NA,106,0.085
2713,51,high,word,fenua,5,3,3,CVCVV,cvcvv,FALSE,FALSE,fenu,5,1.732,"penua, feua, fenu, feNua, fena",-0.987166667,-0.935333333,NA,NA,NA,136,0.037
12,52,mid,word,hoNi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,11,1.95,"toNi, hoNia, hoi, hori, hopi, hoNa, hoki, honi, houi, NoNi, heNi",-0.7572,-0.7404,NA,NA,NA,106,0.104
0,53,unattested,word,Nehe,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,11,1.769,"pehe, Nene, Nere, NeNe, wehe, kehe, Naehe, Nohe, tehe, rehe, nehe",-0.8874,-0.8732,NA,NA,NA,106,0.104
3438,54,high,word,fare,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,15,2.4,"fara, tare, fafe, hare, mare, rare, ware, pare, kare, Nare, fere, are, fae, faro, faru",-0.746,-0.7074,NA,NA,NA,106,0.142
0,55,unattested,word,fetoki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,toki,2,0,"fekoki, fetoko",-0.770428571,-0.730571429,NA,NA,NA,154,0.013
0,56,unattested,word,feteke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,teke,0,0,,-0.682,-0.648571429,NA,NA,NA,154,0
34,57,mid,word,fero,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,16,0.901,"afero, ero, pero, wero, ferU, fera, tero, feko, feao, Nero, feoro, kero, fere, firo, faro, feo",-0.7636,-0.7344,NA,NA,NA,106,0.151
0,58,unattested,word,feao,4,3,2,CVVV,cvv2,TRUE,FALSE,"fea, ao",8,2.005,"feiao, fao, fea, feau, feo, feako, fero, feko",-1.1388,-1.117,NA,NA,NA,127,0.063
0,59,unattested,word,rafi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,2.129,"rifi, tafi, raki, rahi, Nafi, rai, rari, raNi, afi, rIfi, rapi, kafi, rafia",-0.8986,-0.8716,NA,NA,NA,106,0.123
1,60,low,word,feNu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,5,0.277,"feau, fenu, fepu, feNua, feku",-1.024,-0.9464,NA,NA,NA,106,0.047
13,61,mid,word,fiore,5,3,3,CVVCV,cvvcv,FALSE,FALSE,"fio, ore",2,2.445,"hiore, kiore",-0.816333333,-0.787,NA,NA,NA,136,0.015
6,62,low,word,firo,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,2.67,"kiro, fira, tiro, fito, piro, firi, riro, fero, faro, fio, iro, miro, fAiro",-0.8088,-0.7862,NA,NA,NA,106,0.123
0,63,unattested,word,haupa,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"hau, upa",8,1.098,"hauta, haupU, hupa, hauma, hapa, hauNa, faupa, haua",-0.827,-0.783666667,NA,NA,NA,136,0.059
1,64,low,word,kame,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,12,2.376,"kare, kafe, tame, kamu, kamea, kake, kamo, kape, kama, kawe, kume, kami",-0.8468,-0.8084,NA,NA,NA,106,0.113
4,65,low,word,Naio,4,3,2,CVVV,cv2v,TRUE,FALSE,io,8,1.533,"NOio, Nao, taio, Nako, eNaio, Naro, Noio, kaio",-0.978,-0.9602,NA,NA,NA,127,0.063
80,66,mid,word,horoi,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"horo, roi",9,1.12,"horomi, toroi, horo, roroi, horoia, oroi, hori, horoa, hokoi",-0.811666667,-0.8105,NA,NA,NA,136,0.066
0,67,unattested,word,haNere,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,Nere,7,1.296,"haNore, haNeNe, haere, harere, heNere, taNere, hoNere",-0.785,-0.723428571,NA,NA,NA,154,0.045
3,68,low,word,kano,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,15,2.901,"kono, fano, kaho, kino, kapo, kani, kamo, kao, mano, kato, kanu, kana, karo, kaio, kanoi",-0.82,-0.7768,NA,NA,NA,106,0.142
4,69,low,word,Nara,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,22,2.872,"Naoa, Nana, Naru, fara, rara, Nira, mara, wara, Naro, Naora, Nata, Nari, Narea, kara, tara, para, NaNa, uara, Nare, ara, Naua, hara",-0.7448,-0.704,NA,NA,NA,106,0.208
0,70,unattested,word,hanumi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,numi,3,1.397,"tanumi, henumi, haumi",-0.778142857,-0.760285714,NA,NA,NA,154,0.019
1,71,low,word,tapeha,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,peha,2,1.099,"tUpeha, tapepa",-0.774285714,-0.725571429,NA,NA,NA,154,0.013
1,72,low,word,harore,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,rore,9,0.378,"haNore, karore, hamore, harare, harere, tarore, hahore, parore, marore",-0.736571429,-0.688142857,NA,NA,NA,154,0.058
0,73,unattested,word,haraki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"hara, raki",3,0.536,"hahaki, waraki, paraki",-0.677571429,-0.639571429,NA,NA,NA,154,0.019
0,74,unattested,word,kaneke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,neke,5,0.774,"paneke, kaieke, kOneke, kauneke, kanehe",-0.740428571,-0.707714286,NA,NA,NA,154,0.032
1,75,low,word,maene,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"mae, ene",5,1.914,"manene, maehe, mafene, faene, mene",-0.845833333,-0.7775,NA,NA,NA,136,0.037
0,76,unattested,word,tawaki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,tawa,8,0.626,"tawaka, tahaki, tawake, tawari, tafaki, tawai, taiaki, nawaki",-0.764142857,-0.686285714,NA,NA,NA,154,0.052
0,77,unattested,word,hawene,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,wene,0,0,,-0.775428571,-0.693142857,NA,NA,NA,154,0
47,78,mid,word,hinu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,8,2.142,"ehinu, hina, hiku, hine, himu, hunu, inu, honu",-0.8542,-0.7992,NA,NA,NA,106,0.075
16,79,mid,word,nehu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,9,1.937,"rehu, neha, pehu, nehua, Anehu, ehu, nohu, nehe, kehu",-0.8688,-0.8382,NA,NA,NA,106,0.085
0,80,unattested,word,hokoi,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"hoko, koi",7,3.806,"horoi, hokoa, hoko, kokoi, hoki, okoi, hIkoi",-0.838666667,-0.826833333,NA,NA,NA,136,0.051
0,81,unattested,word,reNa,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,18,2.521,"reaNa, riNa, refa, eNa, raNa, teNa, rera, reia, repa, rANa, rea, reka, raeNa, rena, rewa, heNa, ruNa, reta",-0.8002,-0.7848,NA,NA,NA,106,0.17
7,82,mid,word,wete,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,9,1.885,"wetea, wehe, ete, mete, weta, tete, kete, weto, wene",-0.749,-0.7212,NA,NA,NA,106,0.085
1,83,low,word,peho,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,11,1.275,"pehe, pehu, poho, pero, pAho, peo, pIho, peha, peto, keho, meho",-0.852,-0.8416,NA,NA,NA,106,0.104
0,84,unattested,word,tuaNi,5,3,3,CVVCV,cvvcv,FALSE,FALSE,"tua, aNi",6,1.563,"taNi, tuaki, tuari, huaNi, tuNi, tuNaNi",-0.865,-0.7875,NA,NA,NA,136,0.044
133,85,mid,word,hono,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,2.385,"kono, honoa, hoko, horo, hopo, honi, ono, pono, uhono, hone, tono, honu, hoto, nono",-0.7842,-0.7482,NA,NA,NA,106,0.132
243,86,high,word,kino,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,10,2.498,"kono, kano, mino, kini, kiro, kiko, tino, kina, kimo, rino",-0.8646,-0.8328,NA,NA,NA,106,0.094
3428,87,high,word,tino,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,11,3.701,"tio, mino, kino, tiro, timo, tito, tiko, tina, tono, rino, tini",-0.8474,-0.787,NA,NA,NA,106,0.104
22,88,mid,word,tio,3,2,2,CVV,cvv,FALSE,FALSE,NA,16,2.491,"pio, taio, tiro, timo, tito, tiko, teo, tioa, tino, Aio, tao, fio, tiA, io, tiu, tia",-1.02125,-0.94825,NA,NA,NA,88,0.182
7,89,mid,word,weu,3,2,2,CVV,cvv,FALSE,FALSE,NA,9,1.27,"wea, weku, wau, wepu, weru, wAu, heu, reu, keu",-1.084,-1.0755,NA,NA,NA,88,0.102
26,90,mid,word,mohi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,16,2.596,"Nohi, moho, rohi, kohi, emohi, ohi, moni, moki, mAhi, mihi, nohi, moi, momi, mahi, tohi, mohe",-0.7522,-0.7168,NA,NA,NA,106,0.151
9,91,mid,word,hape,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,2.093,"rape, nape, pape, hapU, hapi, hae, hapa, hane, hare, kape, hope, hake, hapI",-0.8254,-0.775,NA,NA,NA,106,0.123
0,92,unattested,word,koio,4,3,2,CVVV,cv2v,TRUE,FALSE,"koi, io",12,1.985,"kono, koto, koko, koia, komo, koeo, koro, Noio, korio, koi, kaio, ioio",-1.052,-0.9976,NA,NA,NA,127,0.094
5,93,low,word,huki,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,16,3.423,"kuki, huti, uki, haki, humi, hui, huke, hukia, tuki, ruki, hoki, huaki, hiki, huri, huka, hEki",-0.7456,-0.7198,NA,NA,NA,106,0.151
0,94,unattested,word,honae,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"hona, nae",2,0.896,"hone, konae",-0.873333333,-0.849833333,NA,NA,NA,136,0.015
0,95,unattested,word,poNere,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,Nere,3,0,"pokere, poNare, hoNere",-0.756,-0.738571429,NA,NA,NA,154,0.019
1,96,low,word,Nohe,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,11,1.631,"pohe, Nohi, Noe, kohe, Nehe, Note, hohe, tohe, rohe, Nore, mohe",-0.8314,-0.8188,NA,NA,NA,106,0.104
86,97,mid,word,tanifa,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,nifa,0,0,,-0.856857143,-0.800428571,NA,NA,NA,154,0
11,98,mid,word,raNo,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,12,3.07,"raNA, aNo, paNo, taNo, rako, rato, faNo, raNa, raNi, raho, roNo, raro",-0.8106,-0.7836,NA,NA,NA,106,0.113
0,99,unattested,word,paNore,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"paNo, Nore",7,0.704,"haNore, pINore, paNoro, paNare, pahore, pakore, parore",-0.802,-0.779285714,NA,NA,NA,154,0.045
259,100,high,word,rahi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,22,2.784,"raihi, rohi, raha, ahi, rai, raNi, raho, kahi, pahi, rOhi, rEhi, ruhi, raki, Arahi, rari, rafi, tahi, mahi, rapi, rahA, rIhi, rahu",-0.7678,-0.7406,NA,NA,NA,106,0.208
4,101,low,word,hoake,5,3,3,CVVCV,cvvcv,FALSE,FALSE,"hoa, ake",2,0.805,"hake, aoake",-0.813666667,-0.795333333,NA,NA,NA,136,0.015
22,102,mid,word,huaki,5,3,3,CVVCV,cvvcv,FALSE,FALSE,hua,7,1.52,"tuaki, puaki, haki, huki, uaki, huaNi, ruaki",-0.782833333,-0.776833333,NA,NA,NA,136,0.051
0,103,unattested,word,tuare,5,3,3,CVVCV,cvvcv,FALSE,FALSE,"tua, are",10,2.081,"tIare, tare, tuari, auare, tuere, tuarA, puare, ture, huare, tuarea",-0.794166667,-0.760666667,NA,NA,NA,136,0.074
0,104,unattested,word,muheke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,heke,1,0,auheke,-0.779857143,-0.773142857,NA,NA,NA,154,0.006
158,106,high,word,moko,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,17,2.09,"moho, hoko, toko, meko, poko, miko, momo, mako, moka, mokoa, mokoA, noko, moki, koko, moke, moto, oko",-0.7508,-0.737,NA,NA,NA,106,0.16
0,107,unattested,word,tukura,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tuku, kura",6,1.853,"tukua, tukuna, tukuNa, tuakura, tukurua, tukuroa",-0.756714286,-0.715428571,NA,NA,NA,154,0.039
0,108,unattested,word,tunahi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,tuna,1,0.693,unahi,-0.802142857,-0.776,NA,NA,NA,154,0.006
0,109,unattested,word,humi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,10,2.418,"huti, kumi, huki, hume, haumi, numi, huri, hemi, hui, humu",-0.8498,-0.8034,NA,NA,NA,106,0.094
0,110,unattested,word,uere,4,3,3,VVCV,vvcv,FALSE,FALSE,ue,13,2.724,"iere, ueue, rere, umere, Nere, tuere, ure, fere, mere, tere, kere, here, pere",-1.1438,-1.137,NA,NA,NA,126,0.103
689,111,high,word,iwa,3,2,2,VCV,vcv,FALSE,FALSE,NA,11,4.351,"ina, kiwa, iwi, piwa, ioa, ia, awa, ira, hiwa, ika, ita",-0.916,-0.89475,NA,NA,NA,87,0.126
642,112,high,word,ika,3,2,2,VCV,vcv,FALSE,FALSE,NA,22,2.924,"rika, ina, ka, hika, eka, nika, oka, ioa, ikia, Aka, aka, uka, ioka, iwa, iki, ia, tika, ira, ike, pika, fika, ita",-0.9165,-0.907,NA,NA,NA,87,0.253
0,113,unattested,word,inaki,5,3,3,VCVCV,vcvcv,FALSE,FALSE,"ina, naki",2,0,"naki, inati",-0.747166667,-0.739333333,NA,NA,NA,135,0.015
33,114,mid,word,iri,3,2,2,VCV,vcv,FALSE,FALSE,NA,19,3.451,"riri, iria, ori, iAri, uri, hiri, firi, ari, iwi, iro, piri, wiri, ihi, iki, tiri, ira, kiri, miri, iti",-0.844,-0.84875,NA,NA,NA,87,0.218
2411,115,high,word,ora,3,2,2,VCV,vcv,FALSE,FALSE,NA,24,1.611,"ofa, oia, rora, ura, oha, ori, oro, oria, oka, opa, ota, ona, orea, orua, ore, hora, oroa, pora, tora, oma, ara, kora, ira, oru",-0.9485,-0.89,NA,NA,NA,87,0.276
4,116,low,word,apo,3,2,2,VCV,vcv,FALSE,FALSE,NA,12,3.179,"apa, aNo, kapo, ao, ako, aho, ato, apU, aro, ipo, apu, amo",-1.0415,-1.03775,NA,NA,NA,87,0.138
0,117,unattested,word,upa,3,2,2,VCV,vcv,FALSE,FALSE,NA,16,1.755,"ufa, uia, ura, opa, uha, uNa, uea, kupa, ua, uta, uka, epa, apa, hupa, uma, tupa",-1.0215,-1.01425,NA,NA,NA,87,0.184
0,118,unattested,word,ikura,5,3,3,VCVCV,vcvcv,FALSE,FALSE,kura,3,3.031,"akura, Ukura, kura",-0.942666667,-0.937166667,NA,NA,NA,135,0.022
1205,119,high,word,iNoa,4,3,3,VCVV,vcvv,FALSE,FALSE,iNo,2,1.199,"ioa, iNo",-1.0496,-1.0666,NA,NA,NA,117,0.017
0,120,unattested,word,ipo,3,2,2,VCV,vcv,FALSE,FALSE,NA,8,2.637,"iho, ripo, apo, iNo, io, ipu, iro, ito",-1.091,-1.09625,NA,NA,NA,87,0.092
2,121,low,word,epa,3,2,2,VCV,vcv,FALSE,FALSE,NA,8,2.817,"upa, ea, eNa, eka, opa, pepa, repa, apa",-0.9845,-0.9885,NA,NA,NA,87,0.092
139,122,high,word,inoi,4,3,2,VCVV,vcv2,TRUE,FALSE,noi,4,0.909,"inoia, inohi, noi, inei",-0.9748,-0.9802,NA,NA,NA,117,0.034
0,123,unattested,word,kanaku,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kana, naku",1,0.693,kanapu,-0.727571429,-0.696285714,NA,NA,NA,154,0.006
0,124,unattested,word,maheu,5,3,3,CVCVV,cvcvv,FALSE,FALSE,heu,5,1.447,"maheua, aheu, mahau, mahea, mahu",-0.806,-0.771,NA,NA,NA,136,0.037
4,125,low,word,karore,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"karo, rore",9,1.266,"harore, karori, karoro, karohe, karure, tarore, karere, parore, marore",-0.689714286,-0.648285714,NA,NA,NA,154,0.058
16,126,mid,word,maire,5,3,2,CVVCV,cv2cv,TRUE,FALSE,mai,5,0.636,"mairO, mare, maiere, matire, maihe",-0.797333333,-0.767333333,NA,NA,NA,136,0.037
41,127,mid,word,kauri,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"kau, uri",5,2.251,"mauri, kauria, kari, kaui, tauri",-0.7405,-0.721166667,NA,NA,NA,136,0.037
0,128,unattested,word,taNoro,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,taNo,3,0,"paNoro, haNoro, taioro",-0.757142857,-0.730714286,NA,NA,NA,154,0.019
0,129,unattested,word,manehu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mane, nehu",2,0.347,"manehau, mOnehu",-0.744571429,-0.711428571,NA,NA,NA,154,0.013
2,130,low,word,fanake,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"fana, nake",3,2.471,"panake, anake, hanake",-0.709714286,-0.680857143,NA,NA,NA,154,0.019
14,131,mid,word,toNi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,11,2.805,"toi, toNa, toki, tuNi, toti, taNi, tori, hoNi, tohi, NoNi, toNia",-0.808,-0.7878,NA,NA,NA,106,0.104
0,132,unattested,word,panoni,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,noni,1,0,tanoni,-0.826857143,-0.786714286,NA,NA,NA,154,0.006
